Parent,Child,value,link_string,feat_mean,feat_std,feat_min,feat_max,feat_median
hemoglobin,gender,929.0,"hemoglobin', 'gender",9.42476391916882,2.5201931730031975,6.119325393181133,12.958467077070164,8.114744684106924
gender,rbc,929.0,"gender', 'rbc",32.4,67.6,,,
rbc,ferritin,1651.0,"rbc', 'ferritin",3.6823192868761927,0.7834758412773545,2.270235604822993,5.179794903447824,3.643325256931981
ferritin,ACD,1001.0,"ferritin', 'Anemia of chronic disease",249.68594741686454,102.11771076788656,102.45458731454244,499.77967385576034,230.25731082956767
ferritin,hematocrit,510.0,"ferritin', 'hematocrit",390.4284562127385,77.83444201796141,37.76412859085793,499.4880490326989,399.93592033651754
hematocrit,ACD,348.0,"hematocrit', 'Anemia of chronic disease",31.344511412947902,4.151291519138369,18.31096926835427,38.86077627631142,31.401042628732597
ferritin,mcv,8.0,"ferritin', 'mcv",256.04793476700377,138.2575116140208,32.21994130770278,341.7683356928412,327.8652812256083
mcv,ACD,183.0,"mcv', 'Anemia of chronic disease",78.75707810404212,0.9809102456210683,75.43635550964433,80.45336047308435,78.92829053029962
hemoglobin,rbc,805.0,"hemoglobin', 'rbc",9.699707451175696,1.0723984013825065,6.009713928577117,11.311279466212335,9.802212844208512
rbc,mcv,82.0,"rbc', 'mcv",4.062648047264428,0.32163192828608195,3.3850595231784406,4.50108461561373,4.084768250561886
mcv,ferritin,82.0,"mcv', 'ferritin",75.33129092149481,0.25983563053310155,75.00507069619216,76.07040365203122,75.28279344629527
ferritin,tibc,215.0,"ferritin', 'tibc",68.02682718563213,19.343247246219917,32.59467300815865,107.9238247608354,67.81555608188376
tibc,ACD,201.0,"tibc', 'Anemia of chronic disease",234.78291347486172,84.02124052094423,100.75655037330132,415.35887690551226,232.5328109262073
hematocrit,mcv,166.0,"hematocrit', 'mcv",29.801412423461137,3.207151743132546,18.123870178950067,38.09820124771093,29.94317154057917
rbc,gender,1.0,"rbc', 'gender",4.097282344815944,,4.097282344815944,4.097282344815944,4.097282344815944
gender,ferritin,1.0,"gender', 'ferritin",100.0,0.0,,,
tibc,mcv,13.0,"tibc', 'mcv",392.24874620454864,26.03601559015229,346.5438854633764,431.270676594051,392.1670425384852
mcv,hematocrit,3.0,"mcv', 'hematocrit",76.86546658437744,1.0757694252569066,75.74921950402121,77.89557974098236,76.95160050812879
hematocrit,tibc,3.0,"hematocrit', 'tibc",24.971609285238344,3.2511130609647787,22.390591907707964,28.622943699854645,23.901292248152423
tibc,hematocrit,5.0,"tibc', 'hematocrit",412.2168128819447,17.1516445961872,383.37838796556167,425.8353397915837,418.6195294731792
hematocrit,gender,1.0,"hematocrit', 'gender",33.31794615159205,,33.31794615159205,33.31794615159205,33.31794615159205
gender,ACD,1.0,"gender', 'Anemia of chronic disease",0.0,100.0,,,
mcv,tibc,1.0,"mcv', 'tibc",76.48138434076472,,76.48138434076472,76.48138434076472,76.48138434076472
hemoglobin,,,,,,,,
,ACD,,,,,,,
